instruction;input;output
Buat komentar positif untuk inisiatif komunitas dalam mengedukasi masyarakat tentang mitigasi bencana alam;Komunitas siaga bencana mengadakan seminar gratis tentang cara menghadapi gempa bumi, banjir, dan tanah longsor. Mereka mengundang ahli geologi dan BPBD untuk berbagi informasi. Inisiatif ini sangat penting untuk keselamatan publik;Penting banget seminar kayak gini, edukasi bencana itu nomor satu! ❤️🌍
Tulis komentar negatif terhadap tayangan reality show yang mengeksploitasi penderitaan finansial;Sebuah reality show menampilkan adegan yang tidak etis terhadap peserta yang terlilit utang, seperti menyoroti detail pinjaman atau memaksanya menjual barang berharga. Banyak penonton yang mengecam tayangan ini;Reality show ini kok jahat banget sama orang susah? Gak manusiawi! Stop eksploitasi finansial!
Berikan komentar netral pada postingan tentang rekomendasi lagu pop barat;Seorang pecinta musik pop membagikan daftar 5 lagu pop barat terbaru yang wajib didengarkan karena beatnya catchy dan liriknya relatable. Setiap lagu dilengkapi alasan mengapa lagu tersebut direkomendasikan;Rekomendasi lagu pop Baratnya lumayan banyak, bisa jadi teman santai.
Buat komentar positif untuk upaya konservasi hewan darat langka seperti badak jawa;Organisasi konservasi alam berhasil menyelamatkan seekor badak jawa yang terluka akibat jerat pemburu dan mengembalikannya ke habitat aslinya setelah dirawat. Badak jawa adalah spesies yang sangat terancam punah. Aksi ini sangat berarti;Terharu banget! Badak jawa itu kan langka, salut sama tim penyelamat! 🦏💚
Tulis komentar negatif terhadap layanan streaming video yang sering gangguan buffering;Seseorang memposting keluhan tentang layanan streaming video yang sering mengalami buffering dan kualitas gambar yang buruk, padahal sudah berlangganan paket premium. Ia merasa sangat dirugikan;Streaming kok sering banget buffering, bikin emosi! 😤📺
Berikan komentar netral pada postingan tentang tips membersihkan perhiasan emas putih;Seorang ahli perhiasan membagikan tips sederhana tentang cara membersihkan perhiasan emas putih di rumah agar tetap berkilau, termasuk bahan-bahan yang aman digunakan dan teknik membersihkan yang benar. Tips ini praktis;Tips membersihkan perhiasan emas putihnya lumayan berguna, biar kinclong lagi.
Buat komentar positif untuk seniman musik jalanan yang memiliki bakat multi-instrumentalis;Video seorang musisi jalanan memainkan beberapa alat musik sekaligus (gitar, harmonika, perkusi) dengan sangat indah di pusat kota. Banyak orang berhenti untuk mendengarkan dan mengapresiasi bakatnya yang luar biasa;Gila! Main banyak alat musik sekaligus, seniman ini jenius! 🎸🎷🥁
Tulis komentar negatif terhadap kebijakan pemerintah yang tidak mendukung sektor pariwisata lokal;Masyarakat mengeluhkan kebijakan pemerintah yang tidak memberikan dukungan yang memadai kepada sektor pariwisata lokal, seperti promosi destinasi atau insentif bagi pelaku usaha. Mereka merasa diabaikan;Kebijakan pemerintah kok gak dukung pariwisata lokal? Harusnya dibantu dong!
Berikan komentar netral pada postingan tentang daftar rekomendasi film animasi pendek;Seorang kritikus film membagikan daftar 5 film animasi pendek terbaik yang wajib ditonton karena cerita yang unik dan visual yang inovatif. Setiap film dilengkapi sinopsis singkat dan alasannya direkomendasikan;Rekomendasi film animasi pendeknya lumayan banyak, bisa jadi ide tontonan seru.
Tulis komentar negatif terhadap tayangan iklan produk yang mengandung klaim palsu dan menipu tentang kesehatan rambut;Iklan shampo yang mengklaim bisa menumbuhkan rambut botak dalam 1 minggu, padahal produk tersebut belum teruji klinis dan tidak ada bukti ilmiahnya. Iklan ini sangat menyesatkan dan berbahaya;Iklan penipu! Jangan percaya sama klaim instan kayak gini, bohong banget! 🤥
Berikan komentar netral pada postingan tentang tips aman menggunakan internet banking untuk investasi saham;Seorang pakar keuangan membagikan tips aman menggunakan internet banking untuk investasi saham, seperti memastikan platform resmi, menggunakan password unik, dan waspada terhadap penipuan. Tips ini sangat berguna;Tips aman internet banking buat investasi saham penting banget, biar gak ketipu.
Tulis komentar negatif terhadap berita yang mengandung unsur diskriminasi usia dalam dunia hiburan;Sebuah media online mempublikasikan artikel yang berisi narasi yang merendahkan artis senior, mengklaim mereka kurang relevan atau tidak menarik lagi di mata publik. Artikel ini memicu kemarahan publik;Berita kayak gini diskriminatif banget! Artis senior juga punya kualitas yang sama! 😤
Buat komentar positif untuk keberhasilan tim riset yang menemukan solusi inovatif untuk masalah sampah plastik di laut;Tim peneliti dari universitas lokal berhasil mengembangkan bioplastik yang 100% dapat terurai secara alami di air laut, sehingga dapat mengurangi pencemaran. Ini adalah terobosan besar untuk ekosistem laut kita;Gila! Penemuan bioplastik ini keren banget! Harapan baru buat laut bersih! 🌊♻️
Tulis komentar negatif terhadap berita yang mengandung unsur provokasi dan hoaks tentang kebijakan pemerintah daerah;Sebuah akun media sosial menyebarkan berita bohong tentang kebijakan baru pemerintah kota yang akan menaikkan pajak hiburan secara drastis, padahal ini tidak benar. Informasi ini memicu keresahan di kalangan pengusaha dan masyarakat;Berita hoax lagi, jangan asal percaya info gak jelas soal kebijakan pemerintah! 😡🏢
Berikan komentar netral pada postingan tentang rekomendasi kafe dengan konsep 'pet-friendly';Seorang pecinta hewan membagikan daftar 5 kafe di kota yang mengizinkan pengunjung membawa hewan peliharaan mereka. Setiap kafe dilengkapi foto dan deskripsi fasilitas untuk hewan;Rekomendasi kafe pet-friendlynya lumayan banyak ya, bisa jadi ide buat ngopi bareng anabul.
Buat komentar positif untuk pencapaian seorang seniman patung yang karyanya dipamerkan di museum terkenal;Seorang seniman patung asal Yogyakarta berhasil menampilkan karyanya di sebuah museum seni kontemporer di Paris. Patung-patung ini menunjukkan keunikan budaya Indonesia dengan sentuhan modern;Luar biasa! Patung anak bangsa mendunia, bikin bangga banget! 🗿🌟
Tulis komentar negatif tentang kualitas layanan call center perusahaan telekomunikasi yang sangat buruk;Pelanggan mengeluh tentang lamanya waktu tunggu di call center, staf yang tidak responsif, dan solusi yang tidak jelas. Ia merasa tidak mendapatkan pelayanan yang memadai dan buang-buang waktu;Call center-nya kok lambat banget ya? Bikin emosi nunggu berjam-jam! 😤📞
Buat komentar positif untuk seniman jalanan yang melukis pemandangan kota dengan gaya impresionisme;Seorang seniman jalanan melukis mural besar di dinding kota yang menggambarkan suasana kota dengan sapuan kuas yang kasar dan warna-warna cerah, menyerupai gaya impresionisme. Karyanya sangat artistik dan menarik perhatian;Wow, muralnya artistik banget, kota jadi berasa galeri seni! 🎨🏙️
Tulis komentar negatif terhadap politikus yang suka ingkar janji kampanye tentang perlindungan anak;Seorang kepala daerah yang baru terpilih tidak menepati janji kampanye untuk membangun pusat perlindungan anak dan memberantas kasus kekerasan anak. Masyarakat kecewa karena kasus kekerasan anak masih marak;Janji manis doang pas kampanye, perlindungan anak kok gak diurus! 😒👶
Berikan komentar netral pada postingan tentang tips merawat tanaman herbal di pot;Seorang pecinta tanaman membagikan tips dasar merawat tanaman herbal di dalam pot, termasuk jenis tanah yang cocok, frekuensi penyiraman, dan cara panen yang benar. Tips ini berguna bagi pemula yang ingin menanam herbal;Tips merawat tanaman herbalnya lumayan berguna, biar dapur makin hijau.
Buat komentar positif untuk inovasi di bidang transportasi berupa sepeda motor listrik;Perusahaan otomotif lokal meluncurkan sepeda motor listrik dengan desain futuristik dan baterai tahan lama. Inovasi ini diharapkan bisa menjadi solusi transportasi ramah lingkungan dan hemat biaya di perkotaan;Keren banget! Motor listrik, solusi buat udara bersih dan hemat biaya! 🏍️⚡
Tulis komentar negatif tentang tayangan film yang memiliki alur cerita terlalu banyak plot twist dan membingungkan;Ulasan film thriller terbaru yang disebut-sebut punya alur cerita yang terlalu banyak plot twist yang tidak perlu, sehingga membuat penonton bingung dan sulit memahami cerita secara keseluruhan;Filmnya terlalu banyak twist, bikin pusing dan gak ngerti inti ceritanya! 🤯👎
Berikan komentar netral pada postingan tentang rekomendasi restoran masakan daerah;Seorang food vlogger membagikan daftar 5 restoran masakan daerah terbaik di kota dengan cita rasa autentik dan suasana yang nyaman. Setiap restoran dilengkapi foto hidangan andalan dan deskripsi menu;Rekomendasi restoran masakan daerahnya lumayan banyak, bisa jadi ide buat kulineran.
Buat komentar positif untuk inisiatif komunitas dalam membantu penyandang disabilitas;Komunitas sosial mengadakan program 'Pendampingan Disabilitas' yang menyediakan bantuan mobilitas, pelatihan keterampilan, dan advokasi hak-hak penyandang disabilitas. Inisiatif ini sangat mulia dan memberikan harapan bagi mereka;Masya Allah, mulia banget programnya, bantu penyandang disabilitas lebih mandiri! 🙏♿
Tulis komentar negatif terhadap berita yang mengandung unsur SARA dan intoleransi terhadap tradisi lokal;Sebuah portal berita online mempublikasikan artikel yang berisi narasi yang menyudutkan salah satu tradisi lokal di Indonesia, mengklaim tradisi tersebut kuno dan tidak relevan. Artikel ini memicu kemarahan publik dan dianggap diskriminatif;Berita kayak gini harusnya langsung diblokir, cuma nyebar kebencian tradisi! 🤬
Berikan komentar netral pada postingan tentang jadwal turnamen sepak bola tingkat junior;Asosiasi Sepak Bola mengumumkan jadwal lengkap turnamen sepak bola tingkat junior pekan ini, termasuk tim yang bertanding, tanggal, dan jam mulai. Informasi ini penting bagi penggemar sepak bola muda;Jadwal turnamen junior udah keluar, siap-siap nonton calon bintang!
Buat komentar positif untuk seorang ilmuwan muda yang menemukan cara mengatasi pencemaran tanah oleh limbah industri;Seorang ilmuwan muda asal Indonesia berhasil mengembangkan mikroba yang mampu mendegradasi limbah industri berbahaya di tanah, sehingga tanah kembali subur dan aman untuk pertanian. Penemuan ini diharapkan bisa menjaga lingkungan;Gila, keren banget! Mikroba pengurai limbah, solusi buat tanah bersih! 🔬🌍
Tulis komentar negatif tentang harga tiket masuk konser musik indie yang terlalu mahal;Pengumuman harga tiket konser band indie lokal yang akan datang. Harga tiket termahal mencapai ratusan ribu rupiah, jauh di atas kemampuan rata-rata penggemar indie. Banyak yang kecewa karena tidak bisa menonton;Harga tiketnya bikin nangis, kapan sih bisa nonton konser indie dengan harga normal? 💸😭
Berikan komentar netral pada postingan tentang rekomendasi serial fiksi ilmiah terbaru;Seorang penggemar serial fiksi ilmiah membagikan daftar 5 serial fiksi ilmiah terbaru yang wajib ditonton karena alurnya yang imajinatif dan efek visualnya memukau. Setiap serial dilengkapi sinopsis singkat;Rekomendasi serial fiksi ilmiahnya lumayan banyak, bisa jadi tontonan marathon weekend.
Buat komentar positif untuk inisiatif sekolah dalam mempromosikan kegiatan kepramukaan;Sekolah mengadakan program 'Perkemahan Pramuka Mandiri' di mana siswa diajarkan keterampilan bertahan hidup di alam, kerja sama tim, dan kepemimpinan. Inisiatif ini menumbuhkan kemandirian dan karakter siswa;Program sekolah ini bagus banget, biar anak-anak makin mandiri dan kuat! 🏕️💪
Tulis komentar negatif terhadap berita yang mengandung unsur fitnah dan tidak berdasar tentang produk lokal;Sebuah portal berita online mempublikasikan artikel yang berisi tuduhan fitnah terhadap sebuah produk makanan lokal tanpa bukti yang jelas, mengklaim produk tersebut tidak higienis dan berbahaya. Artikel tersebut merusak reputasi produk;Ini berita cuma fitnah doang! Jangan gampang percaya sama info gak jelas!
Berikan komentar netral pada postingan tentang fakta-fakta unik tentang hewan nokturnal;Sebuah akun edukasi memposting infografis yang menjelaskan fakta-fakta unik tentang beberapa hewan nokturnal, seperti burung hantu, kelelawar, dan kucing hutan. Informasi disajikan secara ringkas dan menarik;Fakta-fakta hewan nokturnalnya lumayan menarik, jadi tahu banyak hal baru.
Buat komentar positif untuk inovasi di bidang pertanian yang ramah lingkungan berupa sistem irigasi hemat air;Petani lokal mengembangkan sistem irigasi tetes otomatis yang menggunakan sensor kelembaban tanah, sehingga air disalurkan tepat sesuai kebutuhan tanaman. Inovasi ini sangat menjanjikan untuk pertanian berkelanjutan;Keren banget inovasi irigasi hemat airnya, panen maksimal tanpa boros air! 💧🌱
Tulis komentar negatif tentang praktik penipuan online yang marak berkedok bantuan donasi palsu;Seseorang memposting pengalaman buruknya menjadi korban penipuan online yang mengatasnamakan donasi untuk korban bencana, namun akhirnya uangnya tidak disalurkan dan nomornya diblokir. Ia berharap orang lain lebih berhati-hati;Penipuan berkedok donasi palsu makin banyak, hati-hati jangan sampai uangmu ludes! 🚫💸
Berikan komentar netral pada postingan tentang rekomendasi buku tentang manajemen waktu;Seorang pakar produktivitas membagikan daftar 5 buku tentang manajemen waktu terbaik yang sangat ia rekomendasikan untuk meningkatkan efisiensi dan mengurangi prokrastinasi. Setiap buku dilengkapi sinopsis singkat;Rekomendasi buku manajemen waktunya lumayan banyak, bisa jadi panduan biar gak mager.
Buat komentar positif untuk program beasiswa bagi pelajar berprestasi di bidang seni musik tradisional;Yayasan seni meluncurkan program beasiswa penuh bagi pelajar SMA berprestasi di bidang musik tradisional (gamelan, angklung, dll.) untuk melanjutkan kuliah di perguruan tinggi seni terbaik. Program ini memberikan kesempatan emas;Program beasiswa ini mulia banget, bantu seniman muda lestarikan budaya! 🎶🎓
Tulis komentar negatif terhadap berita yang mengandung unsur diskriminasi usia dalam dunia teknologi;Sebuah media online mempublikasikan artikel yang berisi narasi yang merendahkan pekerja berusia di atas 40 tahun di industri teknologi, mengklaim mereka kurang inovatif atau tidak adaptif. Artikel ini memicu kemarahan publik;Berita kayak gini diskriminatif banget! Pekerja teknologi juga punya potensi di segala usia! 😤
Berikan komentar netral pada postingan tentang hasil penelitian tentang manfaat diet mediterania;Jurnal ilmiah mempublikasikan ringkasan hasil penelitian terbaru tentang dampak diet mediterania terhadap kesehatan jantung dan penurunan risiko penyakit kronis. Hasilnya menunjukkan korelasi signifikan. Informasi bersifat ilmiah;Riset manfaat diet mediterania menarik, bisa jadi pertimbangan gaya hidup sehat.
